,recency_days,frequency,total_amount
83570,1904.0,1.0,220.54
83571,1873.0,1.0,44.19
83572,1897.0,1.0,180.36
83573,1798.0,1.0,69.9
83574,1728.0,1.0,37.58
83575,1920.0,1.0,785.21
83576,1923.0,1.0,118.72
83577,1998.0,1.0,94.4
83578,1728.0,1.0,754.16
83579,1937.0,1.0,37.6
83580,2012.0,1.0,1707.75
83581,1839.0,1.0,148.59
83582,2000.0,1.0,177.83
83583,1992.0,1.0,62.01
83584,1896.0,1.0,64.14
83585,2075.0,1.0,50.09
83586,2139.0,1.0,139.29
83587,2241.0,1.0,267.96
83588,1808.0,1.0,69.32
83589,1975.0,1.0,123.41
83590,2005.0,1.0,161.77
83591,1742.0,1.0,52.85
83592,1962.0,1.0,41.84
83593,1736.0,1.0,63.91
83594,1886.0,1.0,405.95
83595,2154.0,1.0,77.57
83596,2098.0,1.0,755.57
83597,2050.0,1.0,148.15
83598,1757.0,1.0,78.93
83599,1814.0,2.0,408.44
83600,1805.0,1.0,82.43
83601,1766.0,1.0,161.72
83602,1990.0,1.0,227.12
83603,2221.0,1.0,45.95
83604,2036.0,1.0,297.62
83605,1972.0,1.0,28.77
83606,1815.0,1.0,51.96
83607,2149.0,1.0,66.1
83608,1844.0,1.0,1963.14
83609,1824.0,1.0,157.85
83610,1818.0,1.0,45.13
83611,1977.0,1.0,102.4
83612,2145.0,1.0,35.82
83613,2077.0,1.0,29.1
83614,2160.0,1.0,275.56
83615,1988.0,1.0,58.01
83616,2054.0,1.0,148.06
83617,2095.0,1.0,37.72
83618,2156.0,1.0,155.26
83619,1766.0,1.0,52.57
83620,2089.0,1.0,48.71
83621,1795.0,1.0,82.92
83622,2080.0,1.0,41.84
83623,2174.0,1.0,136.6
83624,2129.0,1.0,203.63
83625,2217.0,1.0,115.45
83626,1832.0,1.0,53.22
83627,1706.0,1.0,88.71
83628,1903.0,1.0,54.0
83629,1782.0,1.0,198.79
83630,2115.0,1.0,49.09
83631,1912.0,1.0,2096.14
83632,1966.0,1.0,51.59
83633,1950.0,1.0,21.48
83634,2113.0,1.0,241.76
83635,1893.0,1.0,209.21
83636,2009.0,1.0,81.82
83637,1960.0,1.0,94.3
83638,2054.0,1.0,147.74
83639,1831.0,1.0,221.98
83640,2218.0,1.0,2257.6
83641,1879.0,1.0,55.53
83642,2164.0,1.0,155.15
83643,2235.0,1.0,321.6
83644,2015.0,1.0,216.15
83645,1893.0,1.0,70.83
83646,1755.0,1.0,162.57
83647,1957.0,1.0,69.24
83648,1767.0,1.0,64.44
83649,1719.0,1.0,354.24
83650,1898.0,1.0,164.18
83651,1961.0,1.0,99.0
83652,1878.0,1.0,35.69
83653,1998.0,1.0,414.2
83654,1879.0,1.0,210.29
83655,1986.0,1.0,169.53
83656,1872.0,1.0,222.89
83657,1932.0,1.0,34.05
83658,1871.0,1.0,73.78
83659,2025.0,2.0,152.48000000000002
83660,2145.0,1.0,45.1
83661,1760.0,1.0,158.07
83662,2135.0,1.0,51.14000000000001
83663,1800.0,1.0,138.85
83664,2224.0,1.0,30.86
83665,2204.0,1.0,253.13
83666,1757.0,1.0,44.74
83667,1946.0,1.0,995.04
83668,1960.0,1.0,271.31
83669,1958.0,1.0,2153.44
83670,1780.0,1.0,171.32
83671,1726.0,1.0,151.54
83672,2001.0,1.0,181.92
83673,1768.0,1.0,238.4
83674,1989.0,1.0,207.65
83675,1792.0,1.0,518.59
83676,1838.0,1.0,148.79
83677,2233.0,1.0,417.0
83678,1901.0,1.0,23.6
83679,2030.0,1.0,34.0
83680,2234.0,1.0,102.69
83681,1946.0,1.0,131.57
83682,2122.0,1.0,111.19
83683,1867.0,1.0,84.76
83684,2084.0,1.0,94.21
83685,1723.0,1.0,47.62
83686,1804.0,1.0,54.9
83687,1784.0,1.0,608.44
83688,1703.0,1.0,17.39
83689,1822.0,1.0,38.95
83690,1852.0,1.0,398.08
83691,1987.0,1.0,168.94
83692,1923.0,1.0,65.53
83693,1900.0,2.0,318.56
83694,2212.0,1.0,192.56
83695,2151.0,1.0,361.45
83696,1745.0,1.0,101.7
83697,2161.0,1.0,156.09
83698,1958.0,1.0,94.21
83699,2000.0,1.0,274.94
83700,2176.0,1.0,30.09
83701,1785.0,1.0,38.35
83702,1815.0,1.0,211.87
83703,1885.0,1.0,260.42
83704,1814.0,1.0,86.31
83705,1848.0,1.0,113.04
83706,2286.0,1.0,1112.75
83707,1992.0,1.0,50.98
83708,1967.0,1.0,50.0
83709,2087.0,1.0,103.87
83710,1847.0,1.0,75.01
83711,1710.0,1.0,522.54
83712,2103.0,1.0,71.14
83713,1886.0,1.0,121.49
83714,2132.0,2.0,247.98
83715,1919.0,1.0,161.54
83716,1714.0,1.0,70.63
83717,1952.0,1.0,82.73
83718,1720.0,1.0,126.85
83719,1881.0,1.0,310.02
83720,1724.0,1.0,443.58
83721,1865.0,1.0,41.29
83722,2033.0,1.0,69.73
83723,2086.0,1.0,168.3
83724,1813.0,1.0,185.06
83725,1760.0,1.0,225.56
83726,2021.0,1.0,206.84
83727,2095.0,1.0,125.85
83728,2236.0,1.0,524.1999999999999
83729,1741.0,1.0,159.13
83730,1741.0,1.0,103.5
83731,2241.0,1.0,76.05
83732,1977.0,1.0,39.09
83733,1806.0,1.0,407.72
83734,1870.0,1.0,39.71
83735,1774.0,1.0,87.57
83736,1952.0,1.0,79.1
83737,1819.0,1.0,25.96
83738,1975.0,1.0,155.73
83739,2170.0,1.0,32.68
83740,2106.0,1.0,70.61
83741,1763.0,1.0,19.69
83742,1800.0,1.0,225.45
83743,2170.0,1.0,224.95
83744,2141.0,1.0,142.01
83745,1777.0,1.0,574.0
83746,1944.0,1.0,52.59
83747,1869.0,1.0,105.76
83748,1963.0,1.0,185.94
83749,1749.0,1.0,343.12
83750,1963.0,1.0,162.55
83751,1701.0,1.0,207.6
83752,1968.0,1.0,34.69
83753,1975.0,1.0,74.38
83754,1799.0,1.0,68.13
83755,1945.0,1.0,122.4
83756,2105.0,1.0,52.68
83757,1706.0,1.0,56.37
83758,2180.0,1.0,218.93
83759,1961.0,1.0,407.19
83760,1851.0,1.0,82.44
83761,1935.0,1.0,196.01
83762,1983.0,1.0,91.16
83763,1882.0,1.0,227.3
83764,1847.0,1.0,2153.35
83765,1958.0,1.0,298.05
83766,2084.0,1.0,224.04
83767,1953.0,1.0,29.6
83768,2280.0,1.0,22.72
83769,2162.0,1.0,55.0
83770,1733.0,1.0,216.62
83771,2179.0,1.0,109.41
83772,2200.0,1.0,28.86
83773,2283.0,1.0,147.55
83774,1743.0,1.0,270.93
83775,1907.0,1.0,96.22
83776,2047.0,1.0,24.75
83777,1778.0,1.0,43.41
83778,1937.0,1.0,505.68
83779,1803.0,1.0,133.39
83780,1740.0,1.0,74.51
83781,2030.0,1.0,105.06
83782,1710.0,1.0,89.63
83783,1874.0,1.0,418.48
83784,2220.0,1.0,33.71
83785,2058.0,1.0,148.15
83786,1971.0,1.0,65.05
83787,1953.0,1.0,162.55
83788,1906.0,1.0,53.27
83789,2279.0,1.0,144.36
83790,1891.0,1.0,130.26
83791,2079.0,1.0,129.11
83792,2096.0,1.0,216.83
83793,1802.0,1.0,186.36
83794,1850.0,1.0,363.46
83795,2149.0,1.0,60.85
83796,2104.0,1.0,69.74
83797,2121.0,1.0,61.8
83798,2054.0,1.0,61.5
83799,2118.0,1.0,36.08
83800,2034.0,1.0,921.05
83801,1855.0,1.0,314.21
83802,1919.0,1.0,344.08
83803,1827.0,1.0,17.29
83804,1969.0,1.0,100.25
83805,1842.0,1.0,45.22
83806,1822.0,1.0,217.92
83807,2071.0,1.0,13.78
83808,1957.0,1.0,67.68
83809,1791.0,1.0,167.86
83810,1808.0,1.0,102.47
83811,2015.0,1.0,44.38
83812,1765.0,1.0,98.35
83813,1918.0,1.0,397.31
83814,2272.0,1.0,149.95
83815,1925.0,1.0,75.07
83816,1824.0,2.0,152.14
83817,2038.0,1.0,182.76
83818,1894.0,1.0,219.72
83819,1849.0,1.0,33.12
83820,1802.0,1.0,97.57
83821,1723.0,1.0,549.7
83822,2220.0,1.0,3024.08
83823,1722.0,1.0,97.78
83824,1885.0,1.0,167.39
83825,1865.0,1.0,89.07
83826,2122.0,1.0,102.03
83827,1925.0,1.0,109.59
83828,1849.0,1.0,35.93
83829,2110.0,1.0,130.01
83830,1973.0,1.0,896.88
83831,2187.0,1.0,144.58
83832,2117.0,1.0,158.13
83833,2122.0,1.0,227.27
83834,1976.0,1.0,3727.2
83835,2189.0,1.0,109.3
83836,1712.0,1.0,153.24
83837,2164.0,1.0,87.64
83838,2038.0,1.0,147.34
83839,1995.0,1.0,120.9
83840,1824.0,1.0,187.08
83841,1978.0,1.0,35.84
83842,1970.0,2.0,1432.21
83843,1722.0,1.0,151.05
83844,2220.0,1.0,603.03
83845,1722.0,1.0,48.3
83846,1812.0,1.0,99.6
83847,1824.0,1.0,113.2
83848,1716.0,1.0,120.53
83849,1931.0,1.0,91.18
83850,1891.0,1.0,124.62
83851,1948.0,1.0,701.13
83852,1812.0,1.0,69.9
83853,1922.0,1.0,175.82
83854,1780.0,1.0,77.1
83855,1977.0,1.0,105.83
83856,1931.0,1.0,88.64
83857,1826.0,1.0,93.64
83858,1763.0,1.0,94.77
83859,1816.0,1.0,890.59
83860,2072.0,1.0,336.96
83861,1968.0,1.0,135.08
83862,1754.0,1.0,67.25
83863,1860.0,1.0,74.99
83864,1848.0,1.0,67.36
83865,1871.0,1.0,326.0
83866,1996.0,1.0,398.01
83867,1926.0,1.0,48.9
83868,1945.0,1.0,216.62
83869,1835.0,1.0,102.61
83870,1926.0,1.0,147.15
83871,2079.0,1.0,30.49
83872,1925.0,1.0,144.01
83873,1990.0,1.0,149.69
83874,1807.0,1.0,53.22
83875,1765.0,1.0,98.24
83876,1810.0,1.0,503.88
83877,1816.0,2.0,84.64999999999999
83878,2010.0,1.0,56.78
83879,1896.0,1.0,244.15
83880,1776.0,1.0,107.54
83881,1976.0,1.0,82.73
83882,1846.0,1.0,64.94
83883,2082.0,1.0,164.26
83884,1819.0,1.0,55.13
83885,1855.0,1.0,106.15
83886,1787.0,1.0,65.13
83887,1727.0,1.0,31.33
83888,2089.0,1.0,148.06
83889,1738.0,1.0,27.3
83890,1978.0,1.0,185.86
83891,1887.0,1.0,60.11
83892,2099.0,1.0,133.35
83893,1900.0,1.0,89.28
83894,1910.0,1.0,31.84
83895,1906.0,1.0,55.62
83896,2050.0,2.0,257.52
83897,2147.0,1.0,147.35
83898,1814.0,1.0,48.22
83899,1848.0,1.0,70.27
83900,1870.0,1.0,371.32
83901,1967.0,1.0,52.17
83902,2272.0,1.0,328.91
83903,1955.0,1.0,274.14
83904,2183.0,1.0,464.36
83905,1735.0,1.0,42.44
83906,2120.0,1.0,75.08
83907,1742.0,1.0,106.22
83908,1968.0,2.0,416.36
83909,1956.0,1.0,85.14
83910,2032.0,1.0,75.65
83911,1903.0,1.0,35.09
83912,1796.0,1.0,644.34
83913,1970.0,1.0,163.08
83914,1868.0,1.0,124.99
83915,2277.0,1.0,142.0
83916,1931.0,1.0,40.0
83917,2128.0,1.0,87.64
83918,1902.0,1.0,689.43
83919,1768.0,1.0,93.6
83920,1928.0,1.0,196.44
83921,1985.0,1.0,38.68
83922,1930.0,1.0,36.75
83923,1810.0,1.0,138.81
83924,2110.0,1.0,148.06
83925,2190.0,1.0,74.61
83926,1939.0,1.0,99.34
83927,1826.0,2.0,25051.89
83928,1905.0,1.0,56.01
83929,1722.0,1.0,78.55
83930,1899.0,1.0,305.31
83931,1822.0,1.0,98.51
83932,1968.0,1.0,96.02
83933,1825.0,1.0,244.48
83934,2256.0,1.0,245.68
83935,1859.0,1.0,37.38
83936,1969.0,1.0,255.24
83937,1916.0,1.0,236.65
83938,1742.0,1.0,148.0
83939,2133.0,1.0,57.68
83940,1988.0,1.0,295.63
83941,2009.0,1.0,167.51
83942,1817.0,1.0,99.9
83943,1808.0,1.0,32.72
83944,2023.0,1.0,123.0
83945,1756.0,1.0,97.86
83946,1864.0,1.0,47.43
83947,1857.0,1.0,36.22
83948,1712.0,1.0,86.37
83949,1727.0,1.0,48.59
83950,1960.0,1.0,106.78
83951,1755.0,1.0,52.58
83952,2106.0,1.0,70.74
83953,1743.0,1.0,133.84
83954,1833.0,1.0,144.31
83955,2157.0,1.0,27.38
83956,1715.0,1.0,82.57
83957,1864.0,1.0,29.29
83958,1832.0,1.0,58.03
83959,1968.0,2.0,99.7
83960,1861.0,1.0,271.94
83961,1710.0,1.0,65.35
83962,2089.0,1.0,56.85
83963,1814.0,1.0,157.45
83964,2280.0,1.0,152.09
83965,1718.0,1.0,68.05
83966,2005.0,1.0,127.43
83967,1780.0,1.0,204.17
83968,1709.0,1.0,48.28
83969,1780.0,1.0,124.7
83970,1870.0,1.0,24.69
83971,2140.0,1.0,146.72
83972,2066.0,1.0,83.5
83973,1876.0,1.0,74.89
83974,1706.0,1.0,193.84
83975,1797.0,1.0,124.24
83976,1975.0,1.0,66.67
83977,1895.0,1.0,185.84
83978,2084.0,1.0,1542.96
83979,2125.0,1.0,89.27
83980,1835.0,1.0,104.62
83981,2025.0,1.0,217.78
83982,1953.0,1.0,122.98
83983,1725.0,1.0,125.02
83984,1716.0,1.0,64.2
83985,1859.0,1.0,207.43
83986,1916.0,1.0,65.1
83987,1883.0,1.0,220.36
83988,1968.0,1.0,64.3
83989,1788.0,1.0,28.89
83990,1713.0,1.0,492.99
83991,2171.0,1.0,33.0
83992,1787.0,1.0,762.61
83993,2085.0,1.0,85.92
83994,1901.0,1.0,106.87
83995,1739.0,1.0,53.07
83996,1981.0,1.0,247.23
83997,2013.0,1.0,93.79
83998,1920.0,1.0,903.6
83999,1720.0,1.0,455.71
84000,1865.0,1.0,306.03
84001,1919.0,1.0,61.75
84002,2051.0,1.0,351.01
84003,1888.0,1.0,162.55
84004,1726.0,1.0,189.19
84005,2110.0,1.0,65.79
84006,1959.0,1.0,77.64
84007,1864.0,1.0,237.08
84008,2181.0,1.0,142.2
84009,2188.0,1.0,43.11
84010,1798.0,1.0,147.32
84011,1713.0,1.0,40.24
84012,1862.0,1.0,174.8
84013,1887.0,1.0,162.25
84014,1816.0,1.0,197.12
84015,1837.0,1.0,1057.4
84016,1715.0,1.0,71.61
84017,2205.0,1.0,86.09
84018,1903.0,1.0,113.71
84019,1739.0,1.0,28.2
84020,1726.0,1.0,304.64
84021,2032.0,1.0,208.85
84022,2101.0,1.0,97.71
84023,1738.0,1.0,63.89
84024,2090.0,1.0,45.0
84025,2184.0,1.0,29.95
84026,1719.0,1.0,160.07
84027,2044.0,2.0,284.56
84028,2263.0,1.0,468.66
84029,2012.0,1.0,57.59
84030,1876.0,1.0,98.03
84031,1911.0,1.0,20.55
84032,1885.0,1.0,148.24
84033,1844.0,1.0,51.13
84034,1854.0,1.0,46.39
84035,2015.0,1.0,368.92
84036,1881.0,1.0,103.55
84037,1833.0,1.0,195.89
84038,1712.0,1.0,205.51
84039,1764.0,1.0,99.65
84040,1703.0,1.0,318.3
84041,1765.0,1.0,353.88
84042,1823.0,1.0,90.25
84043,1945.0,1.0,118.86
84044,1915.0,1.0,322.96
84045,2078.0,1.0,47.6
84046,1893.0,1.0,180.36
84047,1740.0,1.0,46.89
84048,1860.0,1.0,155.25
84049,2119.0,1.0,292.45
84050,1790.0,2.0,692.7900000000001
84051,2126.0,1.0,65.11
84052,1981.0,1.0,135.61
84053,2022.0,1.0,32.38
84054,2164.0,1.0,120.49
84055,1880.0,1.0,135.59
84056,1992.0,1.0,22.7
84057,1924.0,1.0,95.23
84058,1867.0,1.0,67.2
84059,2091.0,1.0,83.23
84060,1926.0,1.0,576.9000000000001
84061,2015.0,1.0,91.55
84062,1905.0,1.0,289.52
84063,1846.0,1.0,359.64
84064,2056.0,1.0,119.81
84065,1889.0,1.0,64.1
84066,1712.0,1.0,189.37
84067,1809.0,1.0,53.13
84068,1827.0,1.0,330.46
84069,1727.0,1.0,80.22
84070,2092.0,1.0,87.22
84071,1734.0,2.0,837.36
84072,2261.0,1.0,20.52
84073,1953.0,1.0,124.97
84074,1905.0,1.0,29.09
84075,2084.0,1.0,431.28
84076,1707.0,1.0,161.79
84077,1852.0,1.0,317.56
84078,1721.0,1.0,123.15
84079,2090.0,1.0,69.4
84080,1859.0,1.0,106.56
84081,1973.0,1.0,1354.8
84082,2271.0,1.0,210.08
84083,2238.0,1.0,93.7
84084,2075.0,1.0,209.94
84085,1865.0,1.0,178.59
84086,2263.0,1.0,350.72
84087,1838.0,1.0,82.33
84088,2094.0,1.0,1980.5
84089,1713.0,1.0,98.65
84090,1964.0,1.0,84.23
84091,1849.0,1.0,84.57
84092,2009.0,1.0,1471.51
84093,1854.0,1.0,132.3
84094,2031.0,1.0,57.69
84095,1918.0,1.0,174.43
84096,1810.0,1.0,163.13
84097,1970.0,1.0,79.33
84098,1914.0,1.0,157.22
84099,1807.0,1.0,128.48
84100,2094.0,1.0,129.97
84101,1868.0,1.0,68.13
84102,2102.0,1.0,64.07
84103,2282.0,1.0,514.16
84104,1965.0,1.0,112.3
84105,1927.0,1.0,140.0
84106,1847.0,1.0,108.01
84107,2237.0,2.0,141.63
84108,2013.0,1.0,478.78
84109,1755.0,1.0,347.83
84110,2178.0,1.0,81.72
84111,2034.0,1.0,31.75
84112,2099.0,1.0,85.92
84113,1983.0,1.0,695.82
84114,1764.0,1.0,43.41
84115,2042.0,1.0,182.16
84116,1903.0,1.0,45.09
84117,1707.0,1.0,174.61
84118,1968.0,1.0,143.06
84119,1715.0,1.0,79.08
84120,2170.0,1.0,141.48
84121,2028.0,1.0,921.04
84122,2023.0,1.0,32.79
84123,2052.0,1.0,165.98
84124,2097.0,1.0,46.84
84125,1936.0,1.0,174.28
84126,1752.0,1.0,43.08
84127,2052.0,1.0,188.5
84128,1910.0,1.0,87.8
84129,2140.0,1.0,78.48
84130,1821.0,1.0,51.96
84131,2252.0,1.0,34.42
84132,1952.0,1.0,1916.5
84133,1763.0,1.0,198.22
84134,2010.0,1.0,103.48
84135,1917.0,1.0,349.56
84136,1820.0,1.0,86.88
84137,1925.0,1.0,199.44
84138,2135.0,1.0,417.04
84139,1723.0,1.0,62.25
84140,1862.0,1.0,100.44
84141,1874.0,1.0,185.94
84142,2155.0,1.0,48.0
84143,2156.0,1.0,35.09
84144,1759.0,1.0,142.65
84145,2041.0,1.0,97.87
84146,2148.0,1.0,60.5
84147,1842.0,1.0,37.37
84148,1725.0,1.0,670.38
84149,2079.0,1.0,64.71
84150,2008.0,1.0,156.16
84151,1869.0,1.0,29.22
84152,1856.0,1.0,55.13
84153,1779.0,1.0,172.25
84154,1977.0,1.0,78.77
84155,1925.0,1.0,72.34
84156,2020.0,2.0,112.88
84157,1817.0,1.0,82.91
84158,1953.0,1.0,20.73
84159,1986.0,1.0,115.45
84160,1757.0,1.0,284.13
84161,1995.0,1.0,156.68
84162,1755.0,1.0,35.84
84163,1978.0,1.0,204.78
84164,1969.0,2.0,123.75
84165,1949.0,1.0,101.82
84166,1980.0,2.0,75.92
84167,1841.0,1.0,173.18
84168,1988.0,1.0,286.64
84169,1713.0,1.0,614.44
84170,1719.0,1.0,50.6
84171,1960.0,1.0,67.02
84172,1898.0,1.0,40.0
84173,1817.0,1.0,110.0
84174,1753.0,1.0,59.0
84175,2092.0,1.0,127.6
84176,1904.0,1.0,21.43
84177,1894.0,1.0,43.77
84178,2142.0,1.0,468.81
84179,1979.0,1.0,206.92
84180,2234.0,1.0,43.95
84181,2052.0,1.0,305.63
84182,1821.0,1.0,819.47
84183,2104.0,1.0,426.34
84184,2162.0,1.0,37.19
84185,2117.0,1.0,104.58
84186,1758.0,1.0,23.83
84187,2228.0,1.0,34.51
84188,1706.0,1.0,65.93
84189,1860.0,1.0,36.13
84190,2009.0,1.0,506.88
84191,2138.0,1.0,176.97
84192,2069.0,1.0,21.05
84193,1908.0,1.0,102.96
84194,1881.0,1.0,28.17
84195,1721.0,1.0,53.47
84196,1816.0,1.0,614.81
84197,1705.0,1.0,360.48
84198,2108.0,1.0,87.73
84199,1959.0,1.0,177.34
84200,2090.0,1.0,123.89
84201,2260.0,1.0,317.2
84202,1978.0,1.0,247.23
84203,1805.0,1.0,92.97
84204,2257.0,1.0,17.69
84205,1938.0,1.0,84.12
84206,1994.0,1.0,124.14
84207,1712.0,1.0,78.47
84208,1778.0,1.0,313.86
84209,1978.0,1.0,32.77
84210,2222.0,1.0,30.86
84211,1835.0,1.0,58.24
84212,2191.0,1.0,61.73
84213,1926.0,1.0,230.8
84214,1742.0,1.0,82.11
84215,2004.0,2.0,271.54
84216,1905.0,1.0,463.32
84217,1845.0,1.0,527.79
84218,1867.0,1.0,93.07
84219,1839.0,1.0,47.13
84220,1735.0,1.0,180.46
84221,2031.0,1.0,174.04
84222,1960.0,1.0,129.93
84223,1807.0,1.0,133.71
84224,2007.0,1.0,1939.95
84225,2234.0,1.0,34.42
84226,1802.0,1.0,82.33
84227,1902.0,1.0,93.88
84228,2137.0,1.0,134.08
84229,1811.0,1.0,460.0
84230,1863.0,1.0,765.76
84231,1968.0,1.0,160.51
84232,1771.0,1.0,106.25
84233,2256.0,1.0,30.71
84234,1838.0,1.0,32.38
84235,1779.0,1.0,84.3
84236,1767.0,1.0,58.06
84237,1707.0,1.0,163.61
84238,1827.0,1.0,60.73
84239,1991.0,1.0,148.15
84240,1977.0,1.0,147.47
84241,1966.0,1.0,58.71
84242,1981.0,1.0,148.47
84243,1845.0,1.0,98.55
84244,1935.0,1.0,54.34
84245,1849.0,1.0,134.6
84246,1907.0,1.0,127.92
84247,1978.0,1.0,99.43
84248,2199.0,1.0,48.64
84249,2073.0,1.0,94.66
84250,2210.0,1.0,66.79
84251,2183.0,1.0,161.17
84252,1903.0,1.0,156.51
84253,1702.0,1.0,56.6
84254,2012.0,1.0,82.13
84255,2201.0,1.0,37.74
84256,1973.0,1.0,119.88
84257,2041.0,1.0,131.84
84258,1748.0,1.0,29.41
84259,1890.0,1.0,157.55
84260,2169.0,1.0,49.53
84261,1764.0,1.0,87.38
84262,2096.0,1.0,115.84
84263,1715.0,1.0,68.1
84264,2140.0,1.0,83.84
84265,1834.0,1.0,219.27
84266,2114.0,1.0,48.69
84267,2100.0,1.0,231.27
84268,1801.0,1.0,103.43
84269,1821.0,1.0,43.38
84270,2174.0,1.0,34.09
84271,1904.0,1.0,93.3
84272,1811.0,1.0,192.8
84273,1856.0,1.0,217.27
84274,1832.0,1.0,756.83
84275,1872.0,1.0,136.4
84276,2045.0,1.0,264.54
84277,2162.0,1.0,111.89
84278,1800.0,1.0,94.5
84279,1979.0,1.0,36.35
84280,1778.0,1.0,168.88
84281,1834.0,1.0,215.48
84282,1765.0,1.0,123.73
84283,2083.0,1.0,149.54
84284,1896.0,1.0,67.5
84285,1877.0,1.0,121.09
84286,2057.0,1.0,392.6
84287,2022.0,1.0,106.38
84288,1937.0,1.0,207.71
84289,1716.0,1.0,234.11
84290,1771.0,1.0,193.98
84291,2267.0,1.0,79.52
84292,1811.0,1.0,279.6
84293,2121.0,1.0,120.87
84294,1773.0,1.0,181.86
84295,1712.0,1.0,57.6
84296,2096.0,1.0,649.28
84297,2051.0,1.0,300.68
84298,1932.0,1.0,89.88
84299,1977.0,1.0,172.53
84300,2241.0,1.0,131.05
84301,1838.0,1.0,28.88
84302,2225.0,1.0,147.64
84303,1980.0,1.0,1109.88
84304,1778.0,2.0,238.78
84305,1990.0,1.0,59.24
84306,2125.0,1.0,81.57
84307,1974.0,1.0,113.39
84308,2172.0,1.0,511.32
84309,2105.0,1.0,86.15
84310,1819.0,1.0,116.19
84311,1707.0,1.0,88.78
84312,2042.0,1.0,365.42
84313,1961.0,1.0,72.43
84314,1863.0,1.0,27.79
84315,1728.0,1.0,665.44
84316,2148.0,1.0,63.1
84317,2174.0,1.0,76.17
84318,1764.0,1.0,78.84
84319,1855.0,1.0,200.35
84320,1904.0,1.0,146.46
84321,2190.0,1.0,94.11
84322,2212.0,1.0,42.42
84323,1897.0,1.0,138.79
84324,1947.0,1.0,41.84
84325,1995.0,1.0,161.77
84326,1986.0,1.0,284.9
84327,2053.0,1.0,133.76
84328,1964.0,1.0,90.75
84329,2243.0,1.0,227.81
84330,1993.0,1.0,99.33
84331,1999.0,1.0,265.38
84332,2070.0,1.0,139.0
84333,1961.0,1.0,155.33
84334,1819.0,1.0,32.29
84335,1838.0,1.0,187.76
84336,2030.0,1.0,191.46
84337,1993.0,1.0,53.33
84338,1938.0,2.0,285.18
84339,1877.0,1.0,417.23
84340,2191.0,1.0,81.78
84341,1977.0,1.0,90.76
84342,1918.0,1.0,106.87
84343,1908.0,1.0,210.64
84344,1831.0,1.0,74.29
84345,1826.0,1.0,32.22
84346,1846.0,2.0,228.18
84347,2190.0,1.0,38.33
84348,1970.0,1.0,56.75
84349,1754.0,1.0,97.12
84350,1977.0,1.0,105.26
84351,1747.0,1.0,136.56
84352,1847.0,1.0,179.04
84353,1824.0,1.0,69.97
84354,2141.0,1.0,68.02
84355,2132.0,1.0,153.36
84356,2233.0,1.0,106.68
84357,2237.0,1.0,179.48
84358,1987.0,1.0,213.7
84359,1805.0,1.0,60.98
84360,1835.0,1.0,1092.74
84361,1853.0,1.0,141.9
84362,1998.0,1.0,175.79
84363,1890.0,1.0,130.56
84364,1809.0,2.0,782.99
84365,1978.0,1.0,58.17
84366,1978.0,1.0,112.88
84367,1743.0,1.0,46.85
84368,1744.0,1.0,175.16
84369,2182.0,1.0,151.53
84370,1832.0,1.0,35.81
84371,1994.0,1.0,24.68
84372,1774.0,1.0,103.27
84373,2037.0,1.0,62.28
84374,2239.0,1.0,55.96
84375,2273.0,1.0,274.38
84376,1722.0,1.0,188.28
84377,2205.0,1.0,144.58
84378,1774.0,1.0,524.86
84379,1970.0,1.0,37.84
84380,1709.0,1.0,93.1
84381,1939.0,1.0,613.72
84382,2037.0,1.0,255.33
84383,1758.0,1.0,52.58
84384,1868.0,1.0,90.59
84385,2159.0,1.0,127.92
84386,1987.0,1.0,225.97
84387,1815.0,1.0,318.0
84388,1867.0,1.0,41.96
84389,1839.0,2.0,1262.76
84390,1772.0,2.0,167.38
84391,1740.0,1.0,131.71
84392,1884.0,2.0,495.5700000000001
84393,1765.0,1.0,162.44
84394,1890.0,1.0,189.37
84395,1971.0,1.0,251.97
84396,1702.0,1.0,45.91
84397,2098.0,1.0,126.92
84398,2150.0,1.0,65.1
84399,1733.0,1.0,163.78
84400,2122.0,1.0,105.37
84401,2180.0,1.0,2288.31
84402,1816.0,1.0,139.53
84403,1866.0,1.0,247.15
84404,2183.0,1.0,86.03
84405,2195.0,1.0,126.37
84406,1875.0,1.0,134.85
84407,1979.0,1.0,709.28
84408,2096.0,1.0,60.85
84409,1723.0,1.0,428.8
84410,1722.0,1.0,46.71
84411,1849.0,1.0,217.94
84412,2077.0,1.0,78.29
84413,1757.0,1.0,745.69
84414,1748.0,1.0,166.92
84415,2078.0,1.0,43.27
84416,1716.0,1.0,88.5
84417,1824.0,1.0,154.86
84418,2120.0,1.0,14.78
84419,2003.0,1.0,68.89
84420,1805.0,1.0,216.06
84421,2148.0,1.0,40.01
84422,2052.0,1.0,97.71
84423,1981.0,1.0,54.05
84424,1818.0,1.0,69.9
84425,1992.0,1.0,197.63
84426,1798.0,1.0,52.61
84427,2006.0,1.0,206.87
84428,1742.0,1.0,129.27
84429,2150.0,1.0,128.22
84430,2088.0,1.0,105.29
84431,1877.0,1.0,14.05
84432,1896.0,1.0,79.56
84433,1902.0,1.0,63.27
84434,1713.0,1.0,288.28
84435,2204.0,1.0,39.72
84436,2018.0,1.0,86.31
84437,1743.0,1.0,203.3
84438,2125.0,1.0,97.87
84439,1975.0,1.0,5519.76
